3 10000
0.5572832637 0.9754392967 0.0713865148
0.2996044316 0.2551161815 0.2000817611
0.8471723324 0.7292819718 0.8684311191
0.9382619045 0.4263344873 0.6072826878
0.6561497208 0.8896044429 0.3629872451
0.2275295132 0.0728156682 0.9314922169
0.9486150732 0.3097562371 0.7540018289
0.0447818585 0.1277924890 0.9731602020
0.6677640792 0.7500518826 0.5193281875
0.1235728639 0.1435169301 0.8733577016
0.4522420027 0.9237631743 0.9499618702
0.4589028731 0.8961686573 0.1766683806
0.5234763934 0.7350728318 0.9652383404
0.5272932872 0.5782980367 0.2159104720
0.6982943820 0.3010673891 0.1206554951
0.2542959162 0.9272872281 0.7758918882
0.6508857828 0.7282340844 0.1094369088
0.2024072628 0.5230025819 0.9936620093
0.6231020326 0.6998326875 0.4121545662
0.1670178581 0.4805155027 0.7830982034
0.1346954307 0.7852856405 0.6316036746
0.8672914444 0.1510588250 0.4727539708
0.0508979967 0.6343696210 0.8092382262
0.9019317323 0.6875855299 0.8873462249
0.5088789068 0.8804600707 0.9368382064
0.5072752175 0.1554078366 0.5523560392
0.2824671545 0.9604320231 0.8994031903
0.2177425241 0.0548268885 0.5386535186
0.1275387831 0.6762900753 0.5775591465
0.4214497683 0.7876130682 0.8466998689
0.3538445362 0.1672095642 0.8938210912
0.2847061902 0.5904813113 0.6697161547
0.7065019390 0.4366467516 0.5329636176
0.3694784797 0.8923724610 0.3290372920
0.5884640726 0.2749572248 0.1187448608
0.3170579209 0.5696379454 0.6391781894
0.4225897533 0.5225064450 0.7566091912
0.0246612146 0.1992866007 0.6043019680
0.8234396536 0.6361701571 0.9083234186
0.1500553246 0.0265263347 0.4633318586
0.5387945411 0.2474781256 0.5580394392
0.5730103287 0.1428031767 0.7403194205
0.5375234646 0.8636707256 0.9325410770
0.5237607840 0.4722557915 0.3228674676
0.4958234925 0.1010732778 0.1988718227
0.5171011735 0.2050088722 0.2622394892
0.7895656425 0.4715220810 0.6101935180
0.7081407733 0.9732292161 0.0746302136
0.4945338590 0.0435298067 0.4106177540
0.6916197301 0.6294202809 0.6283328890
0.2063181585 0.8015050637 0.1687037205
0.4390898660 0.1484227749 0.1691473195
0.7798733357 0.7010967047 0.7057869311
0.4782641985 0.3964803306 0.1507367016
0.0206000637 0.1667435388 0.7532822894
0.9452186454 0.7637705674 0.7059008245
0.0052526668 0.0845417723 0.5574854076
0.5615542279 0.6915151909 0.0685949275
0.2020890068 0.1781001759 0.5932945499
0.7450016738 0.1737192773 0.1173598380
0.8970595443 0.4389172221 0.7748871334
0.9602993515 0.0193653044 0.3839670718
0.2368167105 0.4834161233 0.3777984229
0.3934676327 0.2312511891 0.7498188038
0.3988412968 0.2557203394 0.7332807553
0.2396344538 0.4695944050 0.7067083264
0.7991462576 0.4986436302 0.2550200896
0.0205559146 0.9653342509 0.3326595736
0.2534846750 0.9616285177 0.2746559266
0.1845126388 0.6845839257 0.4168585821
0.6925876518 0.6261630640 0.9740408797
0.0359943883 0.9325373483 0.4765216727
0.9654573819 0.0794705918 0.3511053520
0.3145724922 0.3925208676 0.2954641704
0.2266008641 0.7818663000 0.5036684393
0.8478505510 0.3735375242 0.4651290403
0.8954555663 0.0561997389 0.8000561152
0.2946274432 0.6797301220 0.5852530274
0.0440509573 0.0405959967 0.3276586608
0.6293496690 0.0016283347 0.6763954517
0.4462635679 0.5249377313 0.6993997085
0.6800418854 0.0436156206 0.2540480881
0.6265767164 0.2275089918 0.2610500811
0.7512637397 0.4695115426 0.0918198552
0.9580838177 0.4496790804 0.2868761796
0.6072658256 0.7796137104 0.0379063354
0.2598829913 0.0744272381 0.9036135586
0.7790698643 0.0236106666 0.7928984606
0.1510149164 0.9926585359 0.6351933898
0.3666663430 0.5814303304 0.5387732783
0.4700808021 0.6065841897 0.9252487142
0.9360510343 0.1722463463 0.9224663071
0.7563262190 0.1277484333 0.5326033858
0.3171084606 0.2706660514 0.0947633073
0.7864497929 0.9208137510 0.4483663532
0.4018192990 0.8025806761 0.5612929869
0.1118132197 0.2290259715 0.9876698083
0.4396760624 0.8278968519 0.1190452519
0.9663290267 0.3417409717 0.2645352734
0.3449394068 0.7529218810 0.5324592983
0.9888345359 0.1480603230 0.2211254970
0.3189929681 0.9248209532 0.7945744458
0.0985566310 0.8918264028 0.1702398411
0.3050706855 0.8697532910 0.2762882368
0.5192159296 0.7705886336 0.7439500424
0.9114980622 0.8572087391 0.6087357314
0.1801420234 0.2948647450 0.7883774104
0.0321661878 0.8427759490 0.9920946951
0.0016586167 0.5003096712 0.5262754347
0.2695667308 0.7535988180 0.2649125597
0.5428367821 0.4205632924 0.3591462758
0.1057397765 0.1663896831 0.6422939009
0.0451659383 0.4371607061 0.8549755154
0.8888092789 0.2072741497 0.1699135505
0.4551044526 0.3256660599 0.7133620553
0.8472834057 0.4599616238 0.3110432672
0.6630445424 0.4029908028 0.3564979115
0.6715487274 0.0371027993 0.8636867880
0.6972235705 0.4734413221 0.2487874205
0.6339079837 0.9274555931 0.1000305204
0.3752432685 0.5944990918 0.9111970051
0.0207474105 0.0670808557 0.8633983915
0.0723367950 0.5920098888 0.2303575543
0.1304200563 0.5596444280 0.5988903883
0.4527751737 0.7946878422 0.2921546893
0.5182641653 0.1567526720 0.3872317798
0.7556110837 0.0423416256 0.3541130543
0.6917850504 0.0941131460 0.6792793192
0.7120373444 0.0433067856 0.2685560591
0.0753395819 0.4859307289 0.0497239262
0.7525995142 0.7973290228 0.4375883945
0.2954083145 0.7978899308 0.0027849409
0.0845667077 0.8065595176 0.7046055828
0.8405806669 0.2335511842 0.6707336409
0.1102638461 0.9127171771 0.9368135863
0.3534814855 0.3325958200 0.6403065512
0.3614960743 0.0778859995 0.5524269065
0.2143033483 0.4416211445 0.5277403035
0.0559154985 0.8397620191 0.7879180590
0.6695962271 0.8944050626 0.3716401677
0.7246125097 0.4505797906 0.2507497256
0.3916081179 0.4788231619 0.7634374826
0.0501630035 0.6294506809 0.7110694620
0.3450400069 0.5668774824 0.1896966505
0.9654503149 0.6830396396 0.4033696730
0.9933155950 0.7155454212 0.2636228469
0.8357048276 0.1215473735 0.6667618592
0.8519889379 0.4937475402 0.1732500388
0.6259276475 0.3071578541 0.6780709443
0.1714159446 0.2876895045 0.0324023383
0.2784810380 0.2970714271 0.7554154727
0.1990717825 0.0153787692 0.0407782726
0.8953683133 0.7405365131 0.3087928236
0.7467953693 0.4517491147 0.0887525478
0.3069871263 0.0450753047 0.8724348526
0.5191960194 0.4956809798 0.6773659746
0.8979985964 0.1453282096 0.1508582963
0.8536801326 0.1824344772 0.8046932993
0.7957464232 0.1780155340 0.5892876076
0.9642201487 0.4884580603 0.3467547791
0.5498282740 0.2502522757 0.8203602862
0.3887204868 0.0266468474 0.9540371451
0.9725030095 0.3888917171 0.5226982513
0.3974915882 0.0614235384 0.6704287185
0.0277875769 0.2468587913 0.5988139557
0.3986496820 0.2551015645 0.3812766188
0.3109484619 0.1811274353 0.9697900647
0.5868909490 0.8658620325 0.6573708946
0.2034134099 0.8441626121 0.2959917699
0.9720937207 0.6894500364 0.0920759385
0.3836000530 0.8754534504 0.2696822595
0.6897395292 0.9816314530 0.6353051876
0.8718581025 0.7021997763 0.1880423216
0.1383888850 0.1524705195 0.8826334949
0.1620518507 0.0193463149 0.9343477830
0.9851826201 0.5978368615 0.8899739070
0.9527850749 0.9532993719 0.4586757067
0.0369565409 0.7909114471 0.9457385494
0.5796524654 0.7296398531 0.4910760639
0.0383316565 0.4614765946 0.7670080236
0.1252307929 0.8838384857 0.3345524165
0.8771498468 0.4372437646 0.8741837598
0.6815234181 0.7460271932 0.4143838853
0.9125797817 0.0139055331 0.4669351120
0.2071778664 0.6344480358 0.2950346819
0.2419878539 0.6065630360 0.3544578869
0.3109401286 0.0813496085 0.8396573199
0.6671068416 0.7382258696 0.9724729771
0.1056936800 0.3915249453 0.9037593741
0.1288877807 0.6588963946 0.1663743699
0.5707583333 0.5570896846 0.3418130621
0.6852313241 0.9908031671 0.3260948181
0.5866806610 0.1236134713 0.4141360127
0.1290488204 0.9589168328 0.5379307628
0.2851379081 0.5836406762 0.2724356238
0.5193946898 0.0261496312 0.7613228663
0.7118266699 0.9120397554 0.3681679679
0.9529161014 0.8727455936 0.8185549018
0.7967641816 0.7310360310 0.9298269828
0.3143651290 0.2638601945 0.8555788181
0.6724133707 0.5249007719 0.6922020621
0.0314991496 0.7008531734 0.7539298079
0.2007505655 0.9278356575 0.6082237964
0.6389359171 0.8936502185 0.7761803530
0.0049103809 0.1724761504 0.6264586708
0.7586633974 0.4332419198 0.3133246357
0.3207023609 0.6809389126 0.4550913972
0.4645484166 0.8622772763 0.0829498157
0.3005752206 0.7126702304 0.2087183191
0.8142091301 0.4361388133 0.5197840733
0.1032023542 0.7135320106 0.0586590585
0.0950169814 0.1080080251 0.4530388040
0.1225961203 0.6426046233 0.9306270656
0.6301068059 0.9079497300 0.5002415483
0.5358692532 0.4459231719 0.9562002180
0.7127825788 0.7164170268 0.9460206038
0.4479034684 0.4456542998 0.3040505347
0.7541278364 0.9211360671 0.1185843739
0.7822055676 0.9264086514 0.1113413577
0.6271695958 0.9099606890 0.8985545802
0.7521784888 0.2939603529 0.8490440182
0.0964865969 0.1573736415 0.8849593744
0.9099397223 0.3883911703 0.2359102542
0.6435214705 0.1272760300 0.9513720759
0.9578285186 0.2616127736 0.3721666034
0.7168550110 0.6202885332 0.3953824031
0.3046836488 0.1763338482 0.4792648350
0.0072280954 0.8236842571 0.2085884152
0.5966108832 0.3370909607 0.2618679957
0.7174548074 0.0587441136 0.7009216662
0.2785767083 0.7956504807 0.2770618222
0.9659813648 0.8915863698 0.1674096392
0.7120141735 0.1294936101 0.6611815408
0.2013445336 0.2495982705 0.6160498187
0.7575668757 0.7636223462 0.4376818102
0.4309817468 0.3930156097 0.1432536634
0.7250033060 0.8340311561 0.7837244634
0.3861258380 0.1527193723 0.9197887523
0.6247645672 0.1250798637 0.4526051373
0.0644967206 0.6166208581 0.5894822741
0.1768307429 0.9379391754 0.6871147102
0.1182122128 0.2623566154 0.3348942510
0.7133885245 0.2355873971 0.2206929357
0.8286759705 0.0817273141 0.7015511503
0.1734333562 0.8150255548 0.3913596004
0.7404201970 0.2626540696 0.3223275778
0.6200490699 0.6739780337 0.6359565637
0.9495964251 0.5341208524 0.2979615522
0.3592943631 0.0344019349 0.6316035029
0.2832602316 0.5620372445 0.6853067303
0.5769349243 0.8909255425 0.7073952978
0.7635954800 0.4482620568 0.8008278292
0.8078392996 0.1082079069 0.7970561670
0.1936411846 0.4484688362 0.4370673921
0.1984991822 0.5580461252 0.0372024013
0.3136028057 0.3042597567 0.6080172053
0.9524567719 0.8057830666 0.0404929625
0.5265786507 0.0013235913 0.2214831818
0.1379924153 0.1312285366 0.9197887069
0.4110668495 0.6419531095 0.2101717511
0.8791440455 0.0220610517 0.7963367498
0.3316842050 0.2160191691 0.6627619390
0.9817721195 0.1953667943 0.3172380977
0.6938176038 0.0070079079 0.5613764220
0.6399262661 0.7976115292 0.8652094990
0.4465402512 0.8650148289 0.6637828623
0.7661384225 0.6944351107 0.1417877928
0.7899158137 0.1480652181 0.8453862637
0.7597162090 0.4247076090 0.3790419476
0.4715479910 0.7425889318 0.5038938123
0.5580690526 0.2898898710 0.5963716116
0.3297367675 0.6290292914 0.3502806526
0.3429016505 0.2323023691 0.0475988644
0.0268569731 0.4527070397 0.7604839175
0.3488198830 0.6266782883 0.1946654358
0.8312821046 0.3847899804 0.4075374842
0.8237202183 0.6494034341 0.4189765950
0.6233149772 0.8134104816 0.0914081219
0.9426544071 0.1471541373 0.1472733272
0.7213785461 0.6550159573 0.8083640089
0.9854455362 0.8192402295 0.5682966837
0.7505908380 0.6395812257 0.5982277280
0.7659575363 0.0060920403 0.2254899244
0.2617981497 0.5170700697 0.9279521026
0.5295950362 0.3177276702 0.9690123332
0.2594751057 0.5479163069 0.2808362980
0.9162494931 0.1078113698 0.0599957911
0.0335288027 0.2119178277 0.6628015703
0.6623490186 0.7132715840 0.3357740238
0.8109905604 0.5022099310 0.2825738318
0.8048095764 0.3653675296 0.7053086727
0.7106955816 0.1826500132 0.8384891385
0.0927587829 0.7237513295 0.0368199878
0.9899320288 0.4551230261 0.1634792504
0.0025380112 0.9451834868 0.9202572695
0.0247691313 0.2650955539 0.4730404833
0.5961718659 0.3949248577 0.7907054669
0.3145051855 0.7026253194 0.2145070803
0.1111029329 0.7012059199 0.8001062693
0.9503489015 0.2239606041 0.1823664153
0.4408170060 0.0540290495 0.1208745327
0.5019481500 0.7946969487 0.2952994814
0.0558415481 0.6425429639 0.9475371126
0.6019982829 0.4005278923 0.0999588817
0.5050618335 0.5038019119 0.7534707204
0.0374906313 0.3215217909 0.1735018618
0.5903117974 0.2765942077 0.9416137217
0.7211677635 0.4020465353 0.4624248719
0.0647471662 0.8949886040 0.2778768405
0.2640785146 0.4868917034 0.2630244405
0.0831207770 0.6841456846 0.5957756363
0.5098635387 0.9091661804 0.7168387856
0.6526199076 0.7593143023 0.0745351035
0.4614946203 0.8549564784 0.7925746945
0.0997095961 0.2013422510 0.0337117262
0.9955036645 0.7054614235 0.1521858174
0.9354669692 0.7934007066 0.3295530886
0.5061269111 0.7442610209 0.8188887899
0.6375339552 0.7129274086 0.5389941170
0.8004534583 0.2140941477 0.1657176810
0.7263305669 0.4559015445 0.8224356657
0.6415590752 0.0979429447 0.4251143412
0.1591622012 0.1009209538 0.2653766796
0.8252482045 0.4187461378 0.2590307997
0.3753707639 0.1765183400 0.4406012611
0.2689781589 0.6601021333 0.9091812389
0.1810815705 0.3447235179 0.0303511598
0.5533432079 0.4368159525 0.4708940738
0.9626450802 0.2426563870 0.9167608370
0.8782930348 0.7986080326 0.8064474626
0.9961744065 0.1878974511 0.8056439391
0.9919462164 0.2544115337 0.4082148433
0.2708425644 0.6309114356 0.9652226633
0.3667642619 0.8822331565 0.1870972211
0.4492051158 0.0632705216 0.0171406804
0.5675249465 0.9163110402 0.3892883732
0.2883322119 0.1589688906 0.6953458515
0.7164397735 0.4908887209 0.9954564511
0.5126345631 0.5193607505 0.7125300146
0.8910532672 0.7453423412 0.1072440874
0.5275944699 0.0217018678 0.5000147130
0.5611945476 0.4195204353 0.4761866323
0.6766274361 0.8485521186 0.3878040039
0.9128799641 0.8320896715 0.4085413122
0.3921055521 0.9688381672 0.6395823171
0.6067528527 0.3945977912 0.2030076778
0.4764473828 0.5897370341 0.1262765285
0.0420760377 0.0618259256 0.5978111429
0.7363712223 0.8605377714 0.7375559241
0.9651319209 0.6633887342 0.3468343548
0.0407912785 0.1867873345 0.7483067860
0.9102371473 0.2787478651 0.2789084320
0.3928364267 0.6498931472 0.0227721683
0.9686801578 0.5121426058 0.3867184891
0.0761487179 0.9818569372 0.5498838494
0.5471583007 0.4385072343 0.0734744073
0.4691358760 0.6020617795 0.1140432047
0.0509435190 0.1169149121 0.0949935765
0.6294129116 0.2796606335 0.7487579083
0.1809709681 0.3694507293 0.0218990925
0.4384437799 0.6945395587 0.3808994482
0.5241761946 0.8206543650 0.4501717853
0.2510762132 0.7798100951 0.4998945787
0.6432427766 0.6843237122 0.9362076082
0.2907751147 0.3547839637 0.2328328871
0.5738194699 0.6103033880 0.6448342634
0.8409670659 0.9423787547 0.4577081861
0.9056446608 0.8428450722 0.0922739470
0.7443838075 0.9017954035 0.0699090192
0.6201698078 0.2467855120 0.0779208079
0.8365103157 0.4363621421 0.8312264198
0.4088551330 0.2078723726 0.2648970557
0.9547347624 0.3499305105 0.5165324370
0.3162162790 0.3945990628 0.7324876221
0.7121267131 0.8743640296 0.2762172006
0.9138064679 0.7698597816 0.7338790036
0.2566304600 0.4465968567 0.6593110580
0.1852624579 0.7422474191 0.5842513934
0.9998319104 0.8868124876 0.4796189577
0.7829165383 0.3973385993 0.8554360386
0.6997009040 0.1821489075 0.9019904473
0.9054498337 0.8776741739 0.5562582407
0.6262836297 0.8381707107 0.5863011709
0.5434654555 0.4905328279 0.8841533857
0.5156405903 0.1204575727 0.6459210783
0.7034379311 0.8324313150 0.6840908542
0.5049688097 0.2422228374 0.6136178506
0.6572847224 0.0478501701 0.5688846019
0.0746101213 0.5086521544 0.6163204300
0.5793329257 0.3600099963 0.8203604402
0.1061510563 0.0121741029 0.2940113607
0.8680501299 0.6929626229 0.0401917768
0.0617458219 0.6162128055 0.0711563340
0.9639679806 0.9212016094 0.3788972847
0.9150047428 0.1031001876 0.1807379026
0.0103511341 0.0419078138 0.8402682750
0.0123164289 0.1202797718 0.3980288974
0.5686808087 0.1952790827 0.9538938060
0.3431553661 0.7689259221 0.6883088844
0.5339319328 0.4074139756 0.4254966708
0.9681811427 0.3492482566 0.7346438743
0.3827653160 0.5835076197 0.9659989211
0.6474449785 0.0349986058 0.7863439531
0.7971620773 0.5202376296 0.2142766316
0.9167841762 0.0099471322 0.0369933239
0.4154450877 0.1396925254 0.7471627321
0.7270684203 0.4688857633 0.4007796120
0.1968817035 0.5829897867 0.3883744498
0.2217051942 0.3956736355 0.8074475422
0.5597276796 0.4747264010 0.5538772911
0.6114486562 0.9649494391 0.8989648770
0.4409182631 0.1465316244 0.5437678390
0.6387321582 0.7430679364 0.0743304852
0.4961331976 0.9998449475 0.1875454416
0.5915952974 0.2151237072 0.5416553588
0.3772416107 0.3397745816 0.9391445642
0.7570355543 0.4671044086 0.4655806092
0.8018522616 0.4428059494 0.8039337716
0.8915301089 0.4598204704 0.2745869040
0.4389713029 0.5023316913 0.4403511398
0.7289850864 0.8350672475 0.4750210145
0.9341137480 0.2009913499 0.4133261531
0.6784252588 0.2607389814 0.7900401488
0.8526405804 0.8977231805 0.2109031708
0.5926058035 0.6128103707 0.7604318092
0.3107253294 0.6920623236 0.9794790410
0.9204851897 0.8312089941 0.7126626459
0.4388548197 0.5978498824 0.2332925051
0.1790358226 0.4890560049 0.7154232344
0.4452766553 0.7349121536 0.8403163569
0.6578389170 0.8538982725 0.6544406741
0.0492590156 0.7279571350 0.8025468832
0.9846041539 0.5943032857 0.5127667526
0.8075671370 0.0921897304 0.0610418317
0.6632148435 0.4390198849 0.8905468378
0.6609908959 0.9429326672 0.3427189542
0.6689576253 0.3363436538 0.7106759937
0.9046207597 0.0773202301 0.6329336735
0.1954833245 0.8876398570 0.7825930471
0.5073871823 0.9203919219 0.9415221342
0.4305381636 0.0941184864 0.9470782892
0.6778847528 0.1109420379 0.5044620958
0.3106723812 0.6508896342 0.6273891366
0.4701907604 0.2449423733 0.7673126622
0.7759753421 0.2087717075 0.0325202925
0.5540914533 0.7225917439 0.1995756354
0.6611484101 0.8906457982 0.4635641715
0.4686934410 0.8700828088 0.2545937555
0.7640129635 0.5278192532 0.7891754205
0.5432024131 0.6099371388 0.0638432440
0.5280733278 0.6794445747 0.8187396391
0.6627512517 0.5316020309 0.7927065479
0.8389965034 0.3072893838 0.8846831695
0.3024450623 0.1281302523 0.0055091972
0.8598486793 0.2915769221 0.3187163458
0.4581192360 0.6803535009 0.6758208680
0.2208844752 0.3357896328 0.7629855053
0.4937202327 0.1882286792 0.6923290285
0.4332349898 0.0819057389 0.3443554547
0.2969278369 0.1941214395 0.8042812848
0.0769709980 0.7631084735 0.5295670895
0.8392362288 0.2613719066 0.2647776732
0.0528402531 0.6675638177 0.8038826418
0.9620930552 0.9647396514 0.9862150821
0.2183020674 0.8820229543 0.1611513753
0.5576350248 0.5649304128 0.0605162145
0.2125186470 0.5300668676 0.6351340471
0.9005925400 0.9888999896 0.7696849898
0.6950861949 0.6689836085 0.1544234155
0.9185030982 0.3666296962 0.9447859334
0.6058548417 0.2753542328 0.6871695296
0.6512118398 0.9206021739 0.0033618654
0.7760680188 0.3111467859 0.6336134156
0.4828319431 0.1570459879 0.1250649484
0.9347748294 0.0345038171 0.6997551962
0.2390867995 0.4019160347 0.6588720965
0.3410043920 0.7481704785 0.8017003461
0.9339787211 0.7665311081 0.5301959460
0.5060834570 0.7739099008 0.6632482812
0.5739790190 0.7698049330 0.8510663742
0.9001549297 0.8736470174 0.1993373665
0.8362590858 0.1986905438 0.5837219603
0.5236574971 0.6270499355 0.3142412099
0.4027294312 0.4953190668 0.2177740325
0.9712245787 0.0698474503 0.5474951540
0.5076642198 0.9168431283 0.6884534958
0.4681853014 0.0322299319 0.9025873032
0.8339378674 0.9787940681 0.6301838590
0.8909303410 0.8400921942 0.6230285300
0.2622686204 0.4534783940 0.1354411444
0.6659187768 0.5300619859 0.6614620653
0.5204682006 0.0553348601 0.8403804044
0.6584840238 0.5393676920 0.1050224857
0.9316653789 0.2630511297 0.2280836160
0.2467089815 0.9415838993 0.1494893475
0.9776485183 0.1065956127 0.9643467486
0.4209952690 0.4255350055 0.4165212837
0.2572574020 0.4368354543 0.1097308281
0.2509880765 0.1656765358 0.2155029498
0.3334758885 0.5832433394 0.7044565517
0.0132361482 0.6438736343 0.7353681809
0.1483815279 0.4781799344 0.3485119007
0.7399341357 0.5362596624 0.4088766466
0.4842901759 0.7444402669 0.6050679485
0.2501158223 0.5832137753 0.7933845107
0.4513746155 0.1283095389 0.7043482840
0.7903512759 0.8810550267 0.0474483076
0.8930137595 0.2675830230 0.7321180813
0.2417897173 0.1302575486 0.4536364367
0.5715858746 0.0024048802 0.6057127201
0.7571887956 0.0812396020 0.5029367222
0.9679680767 0.4141530861 0.2725538532
0.0341642343 0.3975427107 0.6322060717
0.4557425191 0.5460132426 0.9681462003
0.1751123180 0.5787267171 0.0482374498
0.7994588410 0.1278494527 0.5245405980
0.2919481912 0.9870732084 0.0826205367
0.6765689382 0.1344217722 0.0597812446
0.9167669647 0.6119887966 0.7224769515
0.1237330093 0.1376699339 0.2673374561
0.5691564646 0.7012889194 0.8860128592
0.7716328813 0.7751258487 0.1834325181
0.6105431531 0.1719804497 0.7073038847
0.7664862933 0.0801827306 0.6950447112
0.9739855343 0.9831913133 0.4475040604
0.2748798790 0.6405563186 0.0290087453
0.4869894944 0.4820806545 0.4600028112
0.6369746604 0.1885053736 0.7163930195
0.1361430720 0.6711252984 0.4668479555
0.8571785478 0.0855320514 0.6301646031
0.4887814494 0.4387116957 0.4138981214
0.8603649159 0.3770852160 0.6527857780
0.8514224023 0.9460048788 0.7851314898
0.4970239581 0.1247098242 0.1502678674
0.0193674309 0.6018516273 0.2791067464
0.4469675740 0.2105876384 0.2419830873
0.5798694681 0.5237267698 0.6139566062
0.5005384882 0.2099531214 0.7561022016
0.7296757497 0.2424470175 0.5185984054
0.2414160426 0.0527078313 0.8147805866
0.8435692445 0.9478986125 0.4530212608
0.1563913674 0.0408830327 0.1182785187
0.7083975678 0.6529673489 0.9676880155
0.1329712080 0.5399831491 0.7154594260
0.4683352601 0.2500902022 0.5902564500
0.6485625769 0.3466659545 0.7020430292
0.1361747629 0.1320988662 0.4222253385
0.6155781670 0.4381255462 0.8957981137
0.0474357790 0.4836772597 0.7424332899
0.7896099127 0.6288842730 0.9743590439
0.3101803350 0.8733042007 0.9232099987
0.0917292292 0.2471650709 0.2171166518
0.8572831277 0.1554097996 0.0283405848
0.8816809965 0.5258686504 0.4162887153
0.1149600453 0.2860238515 0.5659758280
0.6627396533 0.6837113612 0.5687061033
0.7322049065 0.8932390497 0.1038827556
0.8109608920 0.0131866766 0.0579078309
0.4481392931 0.2110080150 0.7182309813
0.1986722547 0.5741432355 0.0912165326
0.2182563126 0.3238919211 0.4252499770
0.1929152396 0.2969475044 0.0633572893
0.8477530499 0.5191482093 0.6879382821
0.1730582119 0.4895651142 0.2938763342
0.8576977933 0.7291768191 0.9305451095
0.4495156272 0.0707326879 0.4848142228
0.7656153616 0.6589922302 0.2593242142
0.3359836056 0.0047578609 0.9026164616
0.9792138268 0.7306542512 0.5804447434
0.2436668786 0.3792655836 0.5043048607
0.4112497280 0.4671233362 0.0779276070
0.9036865844 0.1840550047 0.0154421422
0.3373377980 0.6208302066 0.7315609060
0.6636743236 0.2760335324 0.3367835404
0.4339855018 0.9066319461 0.3904505127
0.0115745715 0.3009055281 0.5007173487
0.3153948530 0.8721741344 0.5326482393
0.0203959853 0.2900072637 0.5590978193
0.8397184567 0.9127753322 0.8981053422
0.8304151513 0.0724239949 0.3210028589
0.6005138272 0.9959736740 0.0167545582
0.8715333735 0.4966465331 0.4069390532
0.1415842369 0.5176932421 0.1779502627
0.3166477038 0.9645734055 0.5299159373
0.3475927460 0.6217801245 0.0626086958
0.1593292110 0.1299133153 0.0518050483
0.5058119529 0.0404171582 0.5334290168
0.4412291674 0.8732278851 0.9816744283
0.0929291343 0.1008336160 0.5975124572
0.3089374917 0.6107935517 0.3399395686
0.7272339788 0.1703568765 0.2984986819
0.7498962647 0.8515704670 0.0425923564
0.4354128605 0.9625591427 0.2815097705
0.6566849734 0.9814746196 0.3209249952
0.2982473645 0.6021641640 0.6277754379
0.0953253284 0.7245008121 0.5117730557
0.6639140237 0.2158655771 0.6990124864
0.3865408175 0.5961928243 0.8413511258
0.3990088780 0.1604395100 0.9200414090
0.3039664496 0.1011392891 0.8960992418
0.3381893747 0.4245172697 0.3207817041
0.8146570420 0.5473021743 0.3863739365
0.4870192953 0.5252115532 0.6673308792
0.9351101786 0.0337936687 0.4379978075
0.1431825427 0.1701762293 0.0952276002
0.2624023787 0.2274045374 0.6585342733
0.7397835424 0.9940510043 0.2903181373
0.6044731387 0.6817483311 0.7649397363
0.7650809072 0.3074677229 0.9704302764
0.7922633225 0.1774492671 0.8669821776
0.6087723908 0.4803847420 0.6057524415
0.4691918117 0.5842224946 0.5831705550
0.1772687645 0.1884489903 0.6113422688
0.3234637780 0.4090445843 0.5549637085
0.4756952631 0.0369802975 0.3788513911
0.3272195138 0.7662380148 0.7056783984
0.2513863566 0.9111244057 0.3261972555
0.3927876007 0.5547424971 0.5254333292
0.4483654133 0.3766059224 0.6373709604
0.3590581768 0.2666595245 0.7785449359
0.0911796289 0.5384771036 0.3643574163
0.8022022400 0.2838822457 0.2411887034
0.1498291751 0.3571718752 0.2927200785
0.7958160284 0.0671309074 0.1765586907
0.7897752794 0.4844789589 0.6829575019
0.7998121183 0.6313754368 0.1311847282
0.9395330880 0.8960027775 0.8299640419
0.8700780773 0.1553919049 0.2789809255
0.5990235720 0.3389915143 0.3788315345
0.4528706218 0.0202552702 0.1076270739
0.1863986914 0.7480983601 0.0070351052
0.7649989413 0.8365252320 0.6505724294
0.8248619341 0.4199618005 0.4370533882
0.0462512374 0.6599947301 0.9154159577
0.9219445132 0.9770281148 0.1109888379
0.8448888888 0.7868236475 0.1528157237
0.3388570672 0.0953091813 0.3268150457
0.9886772897 0.9309162135 0.4420430075
0.9381499265 0.5372637735 0.2666055413
0.8421307858 0.8265127424 0.0919322530
0.9415636089 0.6111381354 0.4383865838
0.7605498776 0.9252431593 0.5414812280
0.7210300927 0.7430803484 0.0806801518
0.4142608456 0.6739159492 0.6771144166
0.2079352216 0.6791023759 0.4010150570
0.1685874255 0.5151774084 0.0060439180
0.0503440511 0.8095115692 0.9187757593
0.0172971837 0.3851041053 0.0306599271
0.4903804162 0.6392591336 0.4765929084
0.1346060979 0.2215647584 0.7096835245
0.3670255003 0.5353304503 0.8300120249
0.3418760383 0.2929044153 0.3269034554
0.5940709604 0.8912763622 0.4710847746
0.8014574660 0.0937680812 0.7631924877
0.1055635330 0.5111251646 0.8344012640
0.6626317853 0.7912474767 0.9044144614
0.4113611920 0.3239691465 0.7785876768
0.6401307274 0.7770946182 0.4409426298
0.7632704834 0.4029639529 0.6646800928
0.2697685782 0.4437036181 0.0142726399
0.4374017986 0.0321603314 0.0788853724
0.4446743289 0.4608781747 0.9044586476
0.2635005039 0.8166275095 0.0984955790
0.4303777928 0.2765916422 0.2569352053
0.4651629323 0.2014920982 0.6841664644
0.1723248740 0.9491761140 0.0868904439
